2017/03/23 11:30:01 [26095] building file list
2017/03/23 11:30:01 [26095] .d..t...... ./
2017/03/23 11:30:01 [26095] cd+++++++++ 12_full_2017-03-23_1042/
2017/03/23 11:30:01 [26095] <f+++++++++ 12_full_2017-03-23_1042/backup-my.cnf
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/ibdata1
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/xtrabackup_binlog_info
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/xtrabackup_checkpoints
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/xtrabackup_info
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/xtrabackup_logfile
2017/03/23 11:30:02 [26095] cd+++++++++ 12_full_2017-03-23_1042/appstoredb/
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/appstoredb/db.opt
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/appstoredb/operationportal_v1@002e0@002e0@0026appbasicinfo_v1@002e0@002e0.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/appstoredb/operationportal_v1@002e0@002e0@0026appbasicinfo_v1@002e0@002e0.ibd
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/appstoredb/operationportal_v1@002e0@002e0@0026appconfig_v1@002e0@002e0.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/appstoredb/operationportal_v1@002e0@002e0@0026appconfig_v1@002e0@002e0.ibd
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/appstoredb/operationportal_v1@002e0@002e0@0026appextendedinfo_v1@002e0@002e0.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/appstoredb/operationportal_v1@002e0@002e0@0026appextendedinfo_v1@002e0@002e0.ibd
2017/03/23 11:30:02 [26095] cd+++++++++ 12_full_2017-03-23_1042/bamdb/
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_destination_summary.MYD
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_destination_summary.MYI
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_destination_summary.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_fault_summary.MYD
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_fault_summary.MYI
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_fault_summary.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_request_summary.MYD
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_request_summary.MYI
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_request_summary.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_resource_usage_summary.MYD
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_resource_usage_summary.MYI
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_resource_usage_summary.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_response_summary.MYD
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_response_summary.MYI
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_response_summary.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_version_usage_summary.MYD
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_version_usage_summary.MYI
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/api_version_usage_summary.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/db.opt
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/reg_association.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/reg_association.ibd
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/reg_cluster_lock.frm
2017/03/23 11:30:02 [26095] <f+++++++++ 12_full_2017-03-23_1042/bamdb/reg_cluster_lock.ibd
